skipTrain1Type.keys,skipTrain1Type.rt,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,train1Words.ran,audio,imageLoc,participant,session,ID Number,date,expName,psychopyVersion,OS,frameRate,train1QuestAdvance.keys,train1QuestAdvance.rt,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,break_loop.ran,train1Response.keys,train1Response.rt,train1Questions.thisRepN,train1Questions.thisTrialN,train1Questions.thisN,train1Questions.thisIndex,train1Questions.ran,audioTrue,imageTrue,currentPhase,imageFalse,truePos,falsePos,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,trial1phases.ran,condFiles,testFiles,alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,alltrain1.ran,condFile,numWords,skipTest1Instr.keys,skipTest1Instr.rt,key_resp.keys,key_resp.rt,test1Response.keys,test1Response.rt,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test1Loop.ran,firstAudio,secondAudio,whichAudio,feedback,skipTest2Instr.keys,skipTest2Instr.rt,key_resp_2.keys,key_resp_2.rt,test2Response.keys,test2Response.rt,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test2Loop.ran
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,f,2.215105,0,0,0,0,1,trainingaudio/02_pitito3.wav,pngimages/02_pallet.png,train1P1,pngimages/07_suitcase.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,oiaConditions/train1P1Block9.xlsx,oiaConditions/train1P1Block9Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,f,2.96851,0,0,0,0,1,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,train1P1,pngimages/21_cheese.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,oiaConditions/train1P1Block10.xlsx,oiaConditions/train1P1Block10Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/27_pakapa1.wav,pngimages/27_kiwi.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,0,0,0,1,trainingaudio/27_pakapa1.wav,pngimages/27_kiwi.png,train1P1,pngimages/15_barrel.png,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,oiaConditions/train1P1Block11.xlsx,oiaConditions/train1P1Block11Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,f,1.561955,0,0,0,0,1,trainingaudio/16_kokapi1.wav,pngimages/16_icecream.png,train1P1,pngimages/05_megaphone.png,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,oiaConditions/train1P1Block12.xlsx,oiaConditions/train1P1Block12Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,j,3.016795,0,0,0,0,1,trainingaudio/20_tatito3.wav,pngimages/20_pizza.png,train1P1,pngimages/11_compass.png,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,oiaConditions/train1P1Block13.xlsx,oiaConditions/train1P1Block13Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,j,5.44937,0,0,0,0,1,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,train1P1,pngimages/94_house.png,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,oiaConditions/train1P1LoopCondition.xlsx,two,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.452525,0,0,0,0,1,trainingaudio/09_tipata1.wav,pngimages/09_plane.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,1,1,1,trainingaudio/15_kopota1.wav,pngimages/15_barrel.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,2,2,2,1,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,space,2.214695,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,j,0.519805,0,0,0,0,1,trainingaudio/09_tipata1.wav,pngimages/09_plane.png,train1P2,pngimages/19_burger.png,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,f,0.279435,0,1,1,1,1,trainingaudio/15_kopota1.wav,pngimages/15_barrel.png,train1P2,pngimages/14_coffee.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,oiaConditions/train1P2Block1.xlsx,oiaConditions/train1P2Block1Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/16_kokapi1.wav,pngimages/16_icecream.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,1,1,1,trainingaudio/26_kapako3.wav,pngimages/26_pineapple.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,2,2,2,1,trainingaudio/17_kotako1.wav,pngimages/17_cracker.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,f,2.420725,0,0,0,0,1,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,train1P2,pngimages/26_pineapple.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,f,0.381105,0,1,1,1,1,trainingaudio/17_kotako1.wav,pngimages/17_cracker.png,train1P2,pngimages/16_icecream.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,oiaConditions/train1P2Block2.xlsx,oiaConditions/train1P2Block2Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/08_tipako3.wav,pngimages/08_bell.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,1,1,1,trainingaudio/07_pitapi1.wav,pngimages/07_suitcase.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,2,2,2,1,trainingaudio/03_kikita1.wav,pngimages/03_box.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,0,0,0,1,trainingaudio/07_pitapi1.wav,pngimages/07_suitcase.png,train1P2,pngimages/08_bell.png,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,1,1,1,1,trainingaudio/03_kikita1.wav,pngimages/03_box.png,train1P2,pngimages/01_gift.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,oiaConditions/train1P2Block3.xlsx,oiaConditions/train1P2Block3Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/12_pokika1.wav,pngimages/12_pie.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,1,1,1,trainingaudio/22_kakoki2.wav,pngimages/22_egg.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,2,2,2,1,trainingaudio/04_kitoti2.wav,pngimages/04_ladder.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,0,0,0,1,trainingaudio/04_kitoti2.wav,pngimages/04_ladder.png,train1P2,pngimages/12_pie.png,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,1,1,1,1,trainingaudio/22_kakoki2.wav,pngimages/22_egg.png,train1P2,pngimages/02_pallet.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,oiaConditions/train1P2Block4.xlsx,oiaConditions/train1P2Block4Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/23_patoko2.wav,pngimages/23_lemon.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
