firstAudio,secondAudio,imageLoc,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,instructions.started,instructions.stopped,train2warning10.started,train2warning10.stopped,train2warning5.started,train2warning5.stopped,train2warning4.started,train2warning4.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning10.started,test1warning10.stopped,test1warning5.started,test1warning5.stopped,test1warning4.started,test1warning4.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning10.started,test2warning10.stopped,test2warning5.started,test2warning5.stopped,test2warning4.started,test2warning4.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Audio1.started,test2Audio1.stopped,test2Audio1Sound.started,test2Audio1Sound.stopped,test1Audio2Mute.started,test1Audio2Mute.stopped,test2Audio2.started,test2Audio2.stopped,test2Audio2Mute1.started,test2Audio2Mute1.stopped,test2Audio2Sound.started,test2Audio2Sound.stopped,test2Audio2Mute2.started,test2Audio2Mute2.stopped,test2Response.keys,test2Response.rt,test2Response.started,test2Response.stopped,test2Image.started,test2Image.stopped,test2F.started,test2F.stopped,test2J.started,test2J.stopped,test2Instr.started,test2Instr.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,36.230086012976244,None,37.14891634322703,None,None,None,None,None,None,None,None,None,None,None,d,0.18882814049720764,37.14891634322703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.3969638729467988,37.368956819875166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.368956819875166,None,None,None,None,None,None,None,None,None,None,None,d,0.3773111717309803,37.80769736156799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
novelaudio/61_pikati2.wav,novelaudio/61_pikati1.wav,pngimages/61_key.png,1,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80769736156799,None,None,None,None,None,None,None,None,None,None,None,38.313938998314555,None,38.3579722403083,39.36465202155523,39.297732250066474,None,39.297730664047414,None,38.3579722403083,39.36465202155523,39.297732250066474,40.310564332176,40.310564332176,None,f,1.7601946806535125,40.310564332176,None,38.3579722403083,None,38.3579722403083,None,38.3579722403083,None,38.3579722403083,None,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
novelaudio/41_pototo2.wav,novelaudio/41_pototo1.wav,pngimages/41_piano.png,2,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.15051169749349,None,42.157899744808674,43.16829907428473,43.15118824667297,None,43.1513475103071,None,42.157899744808674,43.16829907428473,43.15118824667297,44.15218430478126,44.15218430478126,None,j,0.11836854880675673,44.15218430478126,None,42.157899744808674,None,42.157899744808674,None,42.157899744808674,None,42.157899744808674,None,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
novelaudio/79_katapi1.wav,novelaudio/79_katapi2.wav,pngimages/79_pig.png,1,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.35228436382022,None,44.35024467227049,45.35352471657097,45.336397275328636,None,45.33633150092792,None,44.35024467227049,45.35352471657097,45.336397275328636,46.33709995332174,46.33709995332174,None,j,0.06797964102588594,46.33709995332174,None,44.35024467227049,None,44.35024467227049,None,44.35024467227049,None,44.35024467227049,None,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
novelaudio/32_kipoto2.wav,novelaudio/32_kipoto1.wav,pngimages/32_greenpepper.png,1,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.45371667861473,None,46.452781637432054,47.454949328675866,47.437901557190344,None,47.43771306893323,None,46.452781637432054,47.454949328675866,47.437901557190344,48.43870844738558,48.43870844738558,None,j,0.049216142389923334,48.43870844738558,None,46.452781637432054,None,46.452781637432054,None,46.452781637432054,None,46.452781637432054,None,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
novelaudio/34_kipaki2.wav,novelaudio/34_kipaki1.wav,pngimages/34_knife.png,1,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.55577479591593,None,48.5561371978838,49.556453610537574,49.53958103642799,None,49.539695745590144,None,48.5561371978838,49.556453610537574,49.53958103642799,50.54074813867919,50.54074813867919,None,j,0.38615524605847895,50.54074813867919,None,48.5561371978838,None,48.5561371978838,None,48.5561371978838,None,48.5561371978838,None,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
novelaudio/59_tipoko2.wav,novelaudio/59_tipoko3.wav,pngimages/59_umbrella.png,1,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.007553201261906,None,51.00938325957395,52.02533227112144,51.99166679265909,None,51.99207639230881,None,51.00938325957395,52.02533227112144,51.99166679265909,52.99242875049822,52.99242875049822,None,j,0.13857969222590327,52.99242875049822,None,51.00938325957395,None,51.00938325957395,None,51.00938325957395,None,51.00938325957395,None,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
novelaudio/54_kapapa1.wav,novelaudio/54_kapapa3.wav,pngimages/54_toiletpaper.png,1,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.19255614636932,None,53.1945156394504,54.19349919212982,54.19349919212982,None,54.19367393644061,None,53.1945156394504,54.19349919212982,54.19349919212982,55.19484262447804,55.17856738320552,None,j,0.026296612340956926,55.17856738320552,None,53.1945156394504,None,53.1945156394504,None,53.1945156394504,None,53.1945156394504,None,testInstr,001,2020_Aug_06_2256,sonority,2020.1.3,59.8325509161228,
