firstAudio,secondAudio,imageLoc,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,instructions.started,instructions.stopped,train2warning10.started,train2warning10.stopped,train2warning5.started,train2warning5.stopped,train2warning4.started,train2warning4.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning10.started,test1warning10.stopped,test1warning5.started,test1warning5.stopped,test1warning4.started,test1warning4.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,test1Audio1.started,test1Audio1.stopped,test1Audio1Sound.started,test1Audio1Sound.stopped,test1Audio1Mute.started,test1Audio1Mute.stopped,test1Audio2.started,test1Audio2.stopped,test1Audio2Mute1.started,test1Audio2Mute1.stopped,test1Audio2Sound.started,test1Audio2Sound.stopped,test1Audio2Mute2.started,test1Audio2Mute2.stopped,test1Response.keys,test1Response.rt,test1Response.started,test1Response.stopped,test1Image.started,test1Image.stopped,test1F.started,test1F.stopped,test1J.started,test1J.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning10.started,test2warning10.stopped,test2warning5.started,test2warning5.stopped,test2warning4.started,test2warning4.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Audio1.started,test2Audio1.stopped,test2Audio1Sound.started,test2Audio1Sound.stopped,test1Audio2Mute.started,test1Audio2Mute.stopped,test2Audio2.started,test2Audio2.stopped,test2Audio2Mute1.started,test2Audio2Mute1.stopped,test2Audio2Sound.started,test2Audio2Sound.stopped,test2Audio2Mute2.started,test2Audio2Mute2.stopped,test2Response.keys,test2Response.rt,test2Response.started,test2Response.stopped,test2Image.started,test2Image.stopped,test2F.started,test2F.stopped,test2J.started,test2J.stopped,skipTest3Instr.keys,skipTest3Instr.rt,skipTest3Instr.started,skipTest3Instr.stopped,test3warning10.started,test3warning10.stopped,test3warning5.started,test3warning5.stopped,test3warning4.started,test3warning4.stopped,test3warning3.started,test3warning3.stopped,test3warning2.started,test3warning2.stopped,test3warning1.started,test3warning1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,24.15571317449212,None,51.180455286987126,None,None,None,None,None,None,None,None,None,None,None,h,1.1963571007363498,51.180455286987126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,0.9827928892336786,52.424209345830604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/20_tatito3.wav,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,2,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.424209345830604,None,None,None,None,None,None,None,None,None,None,None,53.617025796370584,None,53.68330564419739,54.71290231239982,54.64654777920805,None,54.637130499607885,None,53.68330564419739,54.71290231239982,54.64654777920805,55.671286115655676,55.62518425937742,None,f,0.6370165077969432,55.62518425937742,None,53.68330564419739,None,53.68330564419739,None,53.68330564419739,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/14_pokoto1.wav,trainingaudio/14_pokoto2.wav,pngimages/14_coffee.png,1,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.381675779027866,None,56.38215100206435,57.416448173346,57.36410906049423,None,57.36973875181284,None,56.38215100206435,57.416448173346,57.36410906049423,58.38315649982542,58.38315649982542,None,j,0.20291983196511865,58.38315649982542,None,56.38215100206435,None,56.38215100206435,None,56.38215100206435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/24_takopa3.wav,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,2,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.78725623388309,None,58.77893061586656,59.78718000045046,59.77102218661457,None,59.77217603570316,None,58.77893061586656,59.78718000045046,59.77102218661457,60.79235361190513,60.76735927560367,None,j,0.3185875457711518,60.76735927560367,None,58.77893061586656,None,58.77893061586656,None,58.77893061586656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/26_kapako1.wav,trainingaudio/26_kapako2.wav,pngimages/26_pineapple.png,1,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.21802242069971,None,61.216664149425924,62.22695058234967,62.204857198987156,None,62.20085518273991,None,61.216664149425924,62.22695058234967,62.204857198987156,63.21976219979115,63.21976219979115,None,j,0.24587379745207727,63.21976219979115,None,61.216664149425924,None,61.216664149425924,None,61.216664149425924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/19_papipi2.wav,trainingaudio/19_papipi1.wav,pngimages/19_burger.png,2,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.553300999919884,None,63.56160570005886,64.57346211350523,64.57346211350523,None,64.57013634454924,None,63.56160570005886,64.57346211350523,64.57346211350523,65.59122804366052,65.57773368479684,None,j,0.08785322681069374,65.57773368479684,None,63.56160570005886,None,63.56160570005886,None,63.56160570005886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/15_kopota3.wav,trainingaudio/15_kopota1.wav,pngimages/15_barrel.png,1,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8303174697794,None,65.83115796465427,66.84484640019946,66.82223044522107,None,66.82887658409308,None,65.83115796465427,66.84484640019946,66.82223044522107,67.82862817356363,67.82862817356363,None,j,0.15139138512313366,67.82862817356363,None,65.83115796465427,None,65.83115796465427,None,65.83115796465427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/04_kitoti2.wav,trainingaudio/04_kitoti1.wav,pngimages/04_ladder.png,1,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.08012807546183,None,68.07664851774462,69.11248319759034,69.0543833351694,None,69.06158527291845,None,68.07664851774462,69.11248319759034,69.0543833351694,70.07648804574274,70.07648804574274,None,j,0.06567602069117129,70.07648804574274,None,68.07664851774462,None,68.07664851774462,None,68.07664851774462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/16_kokapi2.wav,trainingaudio/16_kokapi1.wav,pngimages/16_icecream.png,1,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.24719774667173,None,70.24983348697424,71.25789408106357,71.22416365868412,None,71.23069539063144,None,70.24983348697424,71.25789408106357,71.22416365868412,72.22331447945908,72.22331447945908,None,j,0.22473682626150548,72.22331447945908,None,70.24983348697424,None,70.24983348697424,None,70.24983348697424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
