1.5334 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.9153 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
9.2763 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020FABAD16A0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020FABC9D0B8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.2764 	EXP 	window1: recordFrameIntervals = False
9.4423 	EXP 	window1: recordFrameIntervals = True
9.6259 	EXP 	window1: recordFrameIntervals = False
10.0339 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
10.0957 	EXP 	Sound stimulitrain1r1 set volume 1.000
10.0992 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
10.0994 	EXP 	Sound sound_1 set volume 1.000
10.1022 	EXP 	Created correct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='correct', opacity=1.0, ori=0.0, pos=array([0.5, 0. ]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
10.1044 	EXP 	Created incorrect = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='incorrect', opacity=1.0, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
10.1212 	EXP 	Created notice = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='notice', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
10.1526 	EXP 	instructions: autoDraw = True
12.7967 	DATA 	Mouse: Left button down, pos=(740,619)
12.9137 	DATA 	Mouse:  Left button up, pos=(740,618)
13.3802 	DATA 	Keypress: s
13.4439 	EXP 	Imported autoConditions\train1LoopCondition.xlsx as conditions, 9 conditions, 1 params
13.4442 	EXP 	Created sequence: sequential, trialTypes=9, nReps=1, seed=None
13.4444 	EXP 	New trial (rep=0, index=0): OrderedDict([('condFiles', 'autoConditions/train1Block1Condition.xlsx')])
13.4519 	EXP 	Imported autoConditions/train1Block1Condition.xlsx as conditions, 6 conditions, 2 params
13.4521 	EXP 	Created sequence: sequential, trialTypes=6, nReps=1, seed=None
13.4524 	EXP 	New trial (rep=0, index=0): OrderedDict([('audio', 'wavaudio/pakito1.wav'), ('imageLoc', 'pngimages/17_cracker.png')])
13.4979 	EXP 	instructions: autoDraw = False
13.4979 	EXP 	image: image = 'pngimages/17_cracker.png'
13.4979 	EXP 	image: autoDraw = True
15.4090 	EXP 	New trial (rep=0, index=1): OrderedDict([('audio', 'wavaudio/pakito1.wav'), ('imageLoc', 'pngimages/26_pineapple.png')])
15.4400 	EXP 	image: autoDraw = False
15.4400 	EXP 	image: image = 'pngimages/26_pineapple.png'
15.4400 	EXP 	image: autoDraw = True
17.4080 	EXP 	New trial (rep=0, index=2): OrderedDict([('audio', 'wavaudio/pakito1.wav'), ('imageLoc', 'pngimages/100_bicycle.png')])
17.4372 	EXP 	image: autoDraw = False
17.4372 	EXP 	image: image = 'pngimages/100_bicycle.png'
17.4372 	EXP 	image: autoDraw = True
19.4075 	EXP 	New trial (rep=0, index=3): OrderedDict([('audio', 'wavaudio/pakito1.wav'), ('imageLoc', 'pngimages/21_cheese.png')])
19.4357 	EXP 	image: autoDraw = False
19.4357 	EXP 	image: image = 'pngimages/21_cheese.png'
19.4357 	EXP 	image: autoDraw = True
